,Street_Name,X,Beds,Baths,Garage_Spaces,Baths.1,City_Name,Closing_Date,Complex_Name,County,DOM,Sale_Price,Street_Number_Numeric,Unit_Floor_Location,Waterfront_Description,Year_Built,Zip_Code,longitude,latitude
391,97th Ave,2676.0,2.0,2.0,1.0,0.0,Plantation,2020-04-10,Chelsea III,Broward County,34.0,350000.0,224.0,1.0,Lagoon Front,1988.0,33324.0,-96.0635369,41.3066783
388,97th Ave,2541.0,3.0,2.0,2.0,1.0,Plantation,2020-03-06,CHELSEA III,Broward County,66.0,350000.0,352.0,1.0,Lake Front,1988.0,33324.0,-96.0635369,41.3066783
764,Collins Ave,2295.0,2.0,2.0,1.0,0.0,Miami Beach,2020-01-10,Seacoast 5700 Condo,Miami-Dade County,154.0,350000.0,5700.0,7.0,Other Waterfront,1968.0,33140.0,-80.1210954,25.8632138
1389,Mystic Pointe Dr,2292.0,2.0,2.0,1.0,0.0,Aventura,2020-03-24,MYSTIC POINTE,Miami-Dade County,43.0,350000.0,3530.0,10.0,Other Waterfront,1991.0,33180.0,-80.12930659999999,25.953573199999997
369,7th St,2652.0,2.0,2.0,1.0,1.0,Miami,2020-02-14,LATITUDE ON THE RIVER,Miami-Dade County,29.0,350000.0,185.0,40.0,Canal Front,2007.0,33130.0,-95.999657,36.147993
1043,Country Club Dr,2241.0,2.0,2.0,0.0,0.0,Aventura,2020-05-18,WATERVIEW,Miami-Dade County,102.0,350000.0,20515.0,10.0,Intracoastal Front,1982.0,33180.0,-96.0031662,36.171711
1335,Lake Dr,2450.0,3.0,2.0,1.0,0.0,Hialeah,2020-02-21,Country Club,Miami-Dade County,69.0,350000.0,19525.0,1.0,Lake Front,1978.0,33015.0,-96.09059909999999,36.14001079999999
13,113th Place Cir W,2875.0,3.0,2.0,1.0,1.0,Miami,2020-04-06,Townhomes of LA Jolla,Miami-Dade County,3.0,350000.0,9109.0,1.0,Other Waterfront,1984.0,33176.0,-80.38044790000001,25.684244
558,Biscayne Blvd,1994.0,1.0,1.0,1.0,1.0,Miami,2020-03-31,Marina Blue,Miami-Dade County,1126.0,350000.0,888.0,30.0,Bay Front,2008.0,33132.0,-80.1694305,25.8758273
1032,Costa Del Sol Blvd,2721.0,3.0,2.0,1.0,1.0,Doral,2020-03-17,Costa del Sol,Miami-Dade County,48.0,350000.0,9958.0,1.0,Lake Front,1990.0,33178.0,-80.35747370000001,25.8072709
340,69th St,2086.0,2.0,2.0,1.0,0.0,Miami,2020-04-30,THE PALM BAY YACHT CLUB,Miami-Dade County,147.0,350000.0,780.0,22.0,Bay Front,1982.0,33138.0,-75.25954509999998,39.9621473
1002,Collins Ave,2616.0,1.0,1.0,1.0,1.0,Miami Beach,2020-02-25,The Collins,Miami-Dade County,64.0,350000.0,6917.0,14.0,Ocean Front,2004.0,33141.0,-80.1210954,25.8632138
96,17th St,2741.0,2.0,2.0,1.0,1.0,Fort Lauderdale,2020-02-13,The Port Residences,Broward County,6.0,350000.0,1819.0,10.0,Canal Width 81-120 Feet,2005.0,33316.0,-95.9755,36.138465999999994
322,5th St,2479.0,2.0,2.0,1.0,0.0,Miami,2020-04-27,BRICKELL ON THE RIVER,Miami-Dade County,36.0,350000.0,41.0,18.0,River Front,2006.0,33131.0,-95.992825,36.150813
441,Bay Rd,2166.0,2.0,2.0,0.0,0.0,Miami Beach,2019-12-27,FLAMINGO SOUTH BEACH I CO,Miami-Dade County,333.0,350000.0,1500.0,5.0,Bay Front,1960.0,33139.0,-83.97495550000001,43.4835711
1214,Hallandale Beach Blvd,1522.0,2.0,2.0,1.0,0.0,Hallandale Beach,2020-02-11,BEACHWALK RESORT,Broward County,224.0,349000.0,2602.0,18.0,Canal Front,2013.0,33009.0,-80.1630779,25.985111
1080,Crown Gate Dr,2884.0,2.0,2.0,0.0,0.0,Miami Lakes,2020-02-28,loch lomond,Miami-Dade County,8.0,349000.0,6900.0,1.0,Canal Front,1971.0,33014.0,-98.6484988,29.459974900000002
229,32nd Ave,2635.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2019-12-05,The Tides,Broward County,46.0,348500.0,3020.0,14.0,Intracoastal Front,2002.0,33308.0,-91.6766593,41.9456813
275,3rd St,3561.0,2.0,2.0,1.0,0.0,Miami,2020-02-06,THE IVY CONDO,Miami-Dade County,36.0,348000.0,90.0,44.0,Bay Front,2008.0,33130.0,-95.95179,36.156653000000006
570,Biscayne Blvd,2185.0,1.0,2.0,1.0,0.0,Miami,2020-04-17,900 Biscayne Bay,Miami-Dade County,51.0,347550.0,900.0,31.0,Bay Front,2008.0,33132.0,-80.1694305,25.8758273
289,48th St,2602.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-05-08,Ridgeview Towers,Broward County,68.0,347000.0,3051.0,5.0,Canal Width 1-80 Feet,1970.0,33308.0,-95.9851456,41.261044299999995
347,7 AVE,0.0,1.0,1.0,1.0,1.0,Miami,2020-02-11,BISCAYNE BEACH,Miami-Dade County,280.0,347000.0,2900.0,16.0,Bay Front,2017.0,33137.0,-90.5891967,41.50245
62,158th Way,2671.0,3.0,2.0,2.0,1.0,Pembroke Pines,2020-01-10,THE COURTYARDS GRANDPALMS,Broward County,19.0,347000.0,1046.0,2.0,Lake Front,1997.0,33027.0,-80.3573574,26.0016043
662,Brickell Ave,2464.0,1.0,1.0,1.0,0.0,Miami,2020-05-06,ICON,Miami-Dade County,230.0,346500.0,495.0,7.0,Ocean Front,2009.0,33131.0,-80.19679959999999,25.7553254
217,30th St.,2680.0,2.0,2.0,0.0,0.0,Fort Lauderdale,2019-12-13,LAUDERDALE TOWER,Broward County,48.0,345000.0,2900.0,4.0,Intracoastal Front,1964.0,33306.0,-95.958078,36.197526
39,135th Ave,3010.0,4.0,2.0,1.0,1.0,Miramar,2020-04-03,VIZCAYA,Broward County,5.0,345000.0,4967.0,1.0,Lake Access,2003.0,33027.0,-96.1243295,41.234084
871,Collins Ave,1747.0,2.0,2.0,0.0,0.0,Miami Beach,2020-02-06,THE GEORGIAN CONDO,Miami-Dade County,266.0,345000.0,1623.0,7.0,Ocean Front,1980.0,33139.0,-80.1210954,25.8632138
1215,Hallandale Beach Blvd,2951.0,2.0,2.0,1.0,0.0,Hallandale Beach,2020-02-12,BEACH WALK,Broward County,34.0,345000.0,2602.0,28.0,Bay Front,2013.0,33009.0,-80.1630779,25.985111
1088,East Dr,2445.0,2.0,2.0,1.0,1.0,North Bay Village,2020-01-30,Eloquence on the Bay,Miami-Dade County,138.0,345000.0,7928.0,15.0,Bay Front,2009.0,33141.0,-95.712891,37.09024
1122,Fort Lauderdale Beach Blvd,1750.0,1.0,2.0,1.0,0.0,Fort Lauderdale,2020-02-28,Q Club Resort & Residence,Broward County,795.0,345000.0,505.0,8.0,Ocean Front,2006.0,33304.0,-80.1030936,26.136409399999998
974,Collins Ave,2569.0,2.0,2.0,1.0,0.0,Surfside,2019-12-09,SPIAGGIA,Miami-Dade County,35.0,345000.0,9499.0,3.0,Other Waterfront,1965.0,33154.0,-80.1210954,25.8632138
1031,Costa Del Sol,2692.0,3.0,2.0,3.0,1.0,Doral,2020-03-23,Costa del Sol,Miami-Dade County,15.0,345000.0,9934.0,1.0,Canal Front,1990.0,33178.0,-5.039053599999999,36.524807
1784,Three Islands Blvd,1969.0,2.0,2.0,1.0,0.0,Hallandale Beach,2020-04-29,ANCHOR BAY CLUB CONDO,Broward County,247.0,345000.0,300.0,21.0,Bay Front,1987.0,33009.0,-80.12668570000001,25.9948549
1332,Kingsmoor Way,2811.0,2.0,2.0,0.0,0.0,Miami Lakes,2020-05-04,MIAMI LAKES LOCH LOMOND E,Miami-Dade County,19.0,345000.0,16113.0,1.0,Lake Front,1972.0,33014.0,-80.3109128,25.9188116
274,3rd St,2220.0,2.0,2.0,1.0,0.0,Miami,2019-12-06,IVY,Miami-Dade County,511.0,345000.0,90.0,43.0,River Front,2008.0,33130.0,-95.95179,36.156653000000006
1436,Ocean Blvd,1795.0,2.0,2.0,1.0,0.0,Pompano Beach,2020-05-07,ROYAL COAST CONDO,Broward County,120.0,345000.0,2000.0,3.0,Ocean Front,1969.0,33062.0,-78.86726479999999,33.70369960000001
14,114th Ct,2939.0,2.0,2.0,3.0,1.0,Doral,2020-02-27,Dimensions at Doral,Miami-Dade County,11.0,345000.0,4872.0,1.0,Lake Front,2000.0,33178.0,-73.087749,41.60322070000001
360,78th St,2709.0,2.0,2.0,0.0,0.0,Miami,2019-12-20,KENDALLTOWN,Miami-Dade County,13.0,345000.0,10470.0,1.0,Lake Front,1973.0,33173.0,-81.73904190000002,41.4840593
1343,Las Olas Blvd,2562.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-01-09,SYMPHONY NORTH,Broward County,161.0,345000.0,610.0,8.0,River Front,2005.0,33312.0,-80.12399520000001,26.119597600000002
1621,Ocean Dr,2346.0,2.0,2.0,0.0,0.0,Hollywood,2020-02-14,ALEXANDER TOWERS,Broward County,96.0,345000.0,3505.0,15.0,Ocean Front,1964.0,33019.0,-80.1311819,25.7779458
459,Bayshore Dr,2474.0,1.0,1.0,1.0,1.0,Miami,2020-02-21,1800 CLUB CONDO,Miami-Dade County,88.0,345000.0,1800.0,20.0,Bay Front,2007.0,33132.0,-81.7704,26.128629999999998
222,31st Ct,2660.0,3.0,2.0,1.0,1.0,Aventura,2020-03-24,TOWER AT BISCAYNE COVE,Miami-Dade County,24.0,345000.0,18181.0,25.0,Bay Front,1981.0,33160.0,-82.675055,27.879145
605,Brickell Ave,2392.0,1.0,1.0,1.0,0.0,Miami,2020-05-11,ICON BRICKELL NO TWO,Miami-Dade County,355.0,345000.0,495.0,38.0,Bay Front,2009.0,33131.0,-80.19679959999999,25.7553254
97,17th St,2681.0,2.0,2.0,1.0,1.0,Fort Lauderdale,2019-12-06,RESIDENCES,Broward County,79.0,342500.0,1819.0,10.0,Canal Width 81-120 Feet,2005.0,33316.0,-95.9755,36.138465999999994
19,117th Ave,2192.0,3.0,2.0,2.0,1.0,Coral Springs,2020-05-21,Addison Court,Broward County,283.0,342000.0,5673.0,1.0,Lake Front,1999.0,33076.0,-96.0992057,41.282531899999995
35,131st Ter,2882.0,3.0,2.0,1.0,1.0,Miami,2020-05-04,Hidden Lake,Miami-Dade County,18.0,342000.0,12785.0,1.0,Lake Front,2017.0,33186.0,-94.641798,38.890553000000004
1554,Ocean Dr,2930.0,2.0,2.0,0.0,0.0,Hollywood,2020-03-23,TRAFALGAR TOWERS CONDO 2,Broward County,3.0,342000.0,1410.0,16.0,Intracoastal Front,1970.0,33019.0,-80.1311819,25.7779458
723,Brickell Key Dr,2934.0,2.0,2.0,1.0,0.0,Miami,2020-02-24,BRICKELL KEY ONE CONDO,Miami-Dade County,11.0,340000.0,520.0,10.0,Ocean Front,1982.0,33131.0,-80.18539229999999,25.7673974
75,165th Ave,2830.0,3.0,2.0,1.0,1.0,Miramar,2020-03-10,REGALO,Broward County,9.0,340000.0,4790.0,1.0,Lake Front,2004.0,33027.0,-122.12006840000001,47.63219779999999
689,Brickell Bay Dr,2919.0,2.0,2.0,1.0,0.0,Miami,2020-01-01,COSTA BELLA CONDO,Miami-Dade County,10.0,340000.0,1450.0,14.0,Bay Front,1977.0,33131.0,-80.1898079,25.7629285
436,Bay Rd,2230.0,2.0,2.0,1.0,0.0,Sunny Isles Beach,2020-03-06,PORTO BELLAGIO CONDO,Miami-Dade County,214.0,340000.0,17150.0,5.0,Bay Front,2003.0,33160.0,-83.97495550000001,43.4835711
373,8 ST,3129.0,3.0,2.0,1.0,1.0,Pembroke Pines,2020-03-31,MISTY HARBOR,Broward County,3.0,340000.0,17887.0,1.0,Lake Front,1996.0,33029.0,-95.926854,41.248996000000005
253,36th St,2518.0,2.0,2.0,0.0,1.0,Miami,2020-05-19,Blue Condo,Miami-Dade County,18.0,340000.0,601.0,17.0,Bay Front,2005.0,33137.0,-95.9757024,36.1116294
1737,Riverside Dr,2713.0,2.0,2.0,0.0,0.0,Pompano Beach,2020-03-27,Seville House,Broward County,88.0,340000.0,299.0,6.0,Intracoastal Front,1968.0,33062.0,-73.9832536,40.7840076
303,5 ST,2640.0,2.0,2.0,1.0,0.0,Miami,2020-03-24,BRICKELL ON THE RIVE,Miami-Dade County,163.0,340000.0,41.0,9.0,River Front,2006.0,33131.0,-90.19619250000001,38.6267705
1016,Collins Ave,1785.0,1.0,1.0,1.0,1.0,Miami Beach,2019-12-31,Bel-Aire On The Ocean,Miami-Dade County,152.0,340000.0,6515.0,8.0,Ocean Front,2004.0,33141.0,-80.1210954,25.8632138
306,56th Ter,2799.0,4.0,2.0,1.0,1.0,Miami,2020-04-17,FOREST LAKE PARADISE,Miami-Dade County,58.0,340000.0,16243.0,1.0,Lake Front,2007.0,33193.0,-97.547426,35.529408000000004
1566,Ocean Dr,2621.0,1.0,1.0,0.0,1.0,Fort Lauderdale,2020-01-10,Everglades House,Broward County,17.0,340000.0,2000.0,8.0,Other Waterfront,1965.0,33316.0,-80.1311819,25.7779458
616,Brickell Ave,2576.0,1.0,1.0,1.0,0.0,Miami,2020-03-02,Icon Brickell,Miami-Dade County,376.0,340000.0,495.0,39.0,Bay Front,2009.0,33131.0,-80.19679959999999,25.7553254
1469,Ocean Blvd,2670.0,2.0,2.0,0.0,0.0,Pompano Beach,2020-01-28,The Claridge,Broward County,34.0,340000.0,1340.0,6.0,Ocean Access,1972.0,33062.0,-78.86726479999999,33.70369960000001
1230,Harmony Lake Cir,2976.0,3.0,3.0,1.0,0.0,Davie,2020-03-09,VILLAGE AT HARMONY LAKES,Broward County,16.0,340000.0,1600.0,1.0,Lake Front,1990.0,33324.0,-80.2956537,26.1021382
1287,Island Ave,2167.0,1.0,1.0,0.0,1.0,Miami Beach,2019-12-10,Island Terrace,Miami-Dade County,158.0,340000.0,5.0,3.0,Bay Front,1967.0,33139.0,-75.237983,39.898585
148,190th St,2066.0,2.0,2.0,0.0,1.0,Aventura,2020-05-07,Aventura Marina,Miami-Dade County,192.0,340000.0,3340.0,4.0,Intracoastal Front,2005.0,33180.0,-118.37428200000001,33.858090000000004
511,Bayview Dr,3047.0,3.0,2.0,1.0,1.0,Sunny Isles Beach,2020-01-02,ARLEN HOUSE CONDO,Miami-Dade County,33.0,339000.0,300.0,4.0,Intracoastal Front,1968.0,33160.0,-122.1622293,37.7791821
577,Biscayne Blvd,2883.0,1.0,1.0,1.0,1.0,Miami,2020-03-27,Marinablue,Miami-Dade County,173.0,339000.0,888.0,7.0,Bay Front,2008.0,33132.0,-80.1694305,25.8758273
1388,Mystic Pointe Dr,2584.0,2.0,2.0,1.0,0.0,Aventura,2020-03-17,Mystic Pointe,Miami-Dade County,91.0,338000.0,3600.0,7.0,Intracoastal Front,1988.0,33180.0,-80.12930659999999,25.953573199999997
584,Biscayne Blvd,2984.0,2.0,2.0,1.0,0.0,Miami,2020-02-12,VIZCAYNE,Miami-Dade County,35.0,338000.0,244.0,21.0,Bay Front,2008.0,33132.0,-80.1694305,25.8758273
1501,Ocean Blvd,3122.0,2.0,2.0,2.0,0.0,Pompano Beach,2020-04-08,BREAKERS,Broward County,1.0,335000.0,710.0,12.0,Ocean Front,1964.0,33062.0,-78.86726479999999,33.70369960000001
1209,Hallandale Beach Bl.,1951.0,2.0,2.0,1.0,0.0,Hallandale Beach,2019-12-23,BEACHWALK,Broward County,473.0,335000.0,2602.0,28.0,Intracoastal Front,2015.0,33009.0,-80.148379,25.981202399999997
644,Brickell Ave,3100.0,1.0,1.0,1.0,0.0,Miami,2020-02-05,BRICKELL TOWNHOUSE CONDO,Miami-Dade County,157.0,335000.0,2451.0,18.0,Bay Front,1963.0,33129.0,-80.19679959999999,25.7553254
1219,HALLANDALE BEACH BLVD,2600.0,2.0,2.0,0.0,0.0,Hallandale Beach,2020-01-14,BEACHWALK RESORT CONDO,Broward County,260.0,335000.0,2602.0,16.0,Canal Front,2016.0,33009.0,-80.1630779,25.985111
545,Biscayne Blvd,2406.0,1.0,1.0,1.0,1.0,Miami,2019-12-31,Marina Blue,Miami-Dade County,97.0,335000.0,888.0,46.0,Bay Front,2008.0,33132.0,-80.1694305,25.8758273
1748,Sharpecroft Ct,2726.0,3.0,2.0,0.0,0.0,Miami Lakes,2020-03-05,Loch Lomond,Miami-Dade County,31.0,335000.0,6971.0,1.0,Lake Front,1971.0,33014.0,-80.3139868,25.9143693
1151,Galt Ocean Dr,2422.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2020-01-10,OCEAN SUMMIT,Broward County,84.0,335000.0,4010.0,8.0,Ocean Front,1965.0,33308.0,-80.0985962,26.1747161
309,5th Ave,2876.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2019-12-02,NU River Landing,Broward County,108.0,335000.0,511.0,18.0,River Front,2005.0,33301.0,-73.9656177,40.7744146
663,Brickell Ave,2523.0,1.0,1.0,1.0,0.0,Miami,2020-01-08,ICON,Miami-Dade County,343.0,335000.0,495.0,20.0,Bay Front,2009.0,33131.0,-80.19679959999999,25.7553254
1255,Hillsboro Mile,2738.0,2.0,2.0,1.0,0.0,Hillsboro Beach,2020-02-04,LE BARON,Broward County,35.0,335000.0,1050.0,8.0,Intracoastal Front,1969.0,33062.0,-80.0797901,26.2828521
1262,Hillsboro Mile,3036.0,2.0,2.0,1.0,0.0,Hillsboro Beach,2020-01-10,PORT DE MER CONDO,Broward County,42.0,335000.0,1236.0,3.0,Intracoastal Front,1974.0,33062.0,-80.0797901,26.2828521
449,Bayshore Dr,2794.0,2.0,1.0,0.0,1.0,Miami,2020-03-13,CITE,Miami-Dade County,70.0,335000.0,2000.0,4.0,Bay Front,2004.0,33137.0,-81.7704,26.128629999999998
175,22nd St,3142.0,3.0,2.0,1.0,1.0,Pembroke Pines,2019-12-30,The Landings,Broward County,15.0,335000.0,17066.0,1.0,Lake Front,1998.0,33028.0,-95.8510132,36.1316109
1804,Turnberry Way,1983.0,2.0,2.0,1.0,0.0,Aventura,2020-05-15,Turnberry Towers,Miami-Dade County,124.0,335000.0,19355.0,25.0,Intracoastal Front,1981.0,33180.0,-80.1270361,25.9568957
1098,Estepona Ave,2759.0,3.0,2.0,0.0,1.0,Doral,2019-12-18,Costa De Sol,Miami-Dade County,60.0,335000.0,3643.0,1.0,Lake Front,1987.0,33178.0,-80.3638045,25.808637899999997
381,8th Way,2992.0,3.0,2.0,1.0,1.0,Miami,2020-03-06,CATALINA ISLES,Miami-Dade County,7.0,335000.0,15302.0,1.0,Lake Front,2004.0,33194.0,-122.584898,45.626616
1434,Ocean Blvd,2839.0,2.0,2.0,0.0,0.0,Lauderdale By The Sea,2020-01-10,Starlight Towers,Broward County,161.0,335000.0,6000.0,12.0,Ocean Front,1967.0,33308.0,-78.86726479999999,33.70369960000001
670,Brickell Ave,2761.0,1.0,1.0,1.0,0.0,Miami,2019-12-17,ICON BRICKELL NO ONE,Miami-Dade County,136.0,335000.0,475.0,27.0,Bay Front,2009.0,33131.0,-80.19679959999999,25.7553254
11,110th Way,3308.0,3.0,2.0,1.0,1.0,Davie,2020-04-14,HARMONY LAKES,Broward County,5.0,334900.0,1425.0,1.0,Lake Front,1989.0,33324.0,-82.791584,27.868640999999997
269,3rd St,2334.0,2.0,2.0,1.0,0.0,Miami,2020-02-21,Mint Condominium,Miami-Dade County,271.0,334000.0,92.0,20.0,River Front,2010.0,33130.0,-95.95179,36.156653000000006
380,8th St,2978.0,3.0,2.0,0.0,1.0,Pembroke Pines,2020-03-11,Antigua,Broward County,95.0,333900.0,13454.0,1.0,Lake Front,2000.0,33028.0,-95.98609920000001,36.1492157
1842,West Ave,2850.0,1.0,1.0,1.0,0.0,Miami Beach,2020-03-23,Mirador South,Miami-Dade County,23.0,333000.0,1000.0,15.0,Ocean Front,1968.0,33139.0,-94.16546170000001,36.06807020000001
1824,West Ave,2986.0,1.0,1.0,1.0,1.0,Miami Beach,2020-02-20,Mondrian Hotel,Miami-Dade County,61.0,333000.0,1100.0,5.0,Bay Front,2008.0,33139.0,-94.16546170000001,36.06807020000001
29,128th Ln,2860.0,3.0,2.0,1.0,0.0,Parkland,2019-12-13,Cypress Pointe,Broward County,14.0,333000.0,8196.0,1.0,Lake Front,2005.0,33076.0,-93.2141294,45.2023481
1588,Ocean Dr,2894.0,2.0,2.0,0.0,0.0,Hallandale Beach,2020-01-14,Avant Garde,Broward County,122.0,332000.0,2017.0,4.0,Intracoastal Front,1974.0,33009.0,-80.1311819,25.7779458
293,49th Ct,2772.0,3.0,2.0,1.0,1.0,Miramar,2020-04-06,BELLAGIO TOWNVILLAS,Broward County,123.0,331000.0,12729.0,1.0,Canal Front,2003.0,33027.0,-87.74819140000001,41.8591002
1391,Mystic Pointe Dr,2942.0,2.0,2.0,0.0,0.0,Aventura,2020-01-15,MYSTIC POINTE TOWER 500,Miami-Dade County,28.0,330900.0,3530.0,27.0,Intracoastal Front,1991.0,33180.0,-80.12930659999999,25.953573199999997
1799,Turnberry Way,2238.0,2.0,2.0,2.0,0.0,Aventura,2020-02-26,TURNBERRY ISLE SOUTH,Miami-Dade County,235.0,330000.0,19667.0,12.0,Intracoastal Front,1980.0,33180.0,-80.1270361,25.9568957
223,31st Ter,3187.0,3.0,2.0,1.0,1.0,Miami,2020-02-26,Venetian Isles,Miami-Dade County,10.0,330000.0,15327.0,1.0,Lake Front,2004.0,33185.0,-82.7271499,27.8005314
357,75th Way,3090.0,3.0,2.0,1.0,1.0,Davie,2020-05-01,Willow Grove,Broward County,53.0,330000.0,4625.0,1.0,Canal Front,2006.0,33314.0,-82.74213,27.791777000000003
291,48th St,3037.0,3.0,2.0,1.0,1.0,Miramar,2019-12-03,Riveria Isles,Broward County,8.0,330000.0,16317.0,1.0,Lake Front,2003.0,33027.0,-95.9851456,41.261044299999995
1239,Hibiscus Dr,1980.0,1.0,1.0,1.0,0.0,Miami Beach,2019-12-10,Island Club,Miami-Dade County,126.0,330000.0,405.0,2.0,Other Waterfront,1960.0,33139.0,-82.986637,42.6994369
1844,West Ave,2411.0,1.0,1.0,0.0,0.0,Miami Beach,2019-12-16,mirador condo,Miami-Dade County,66.0,330000.0,1200.0,3.0,Bay Front,1965.0,33139.0,-94.16546170000001,36.06807020000001
1049,Course Dr,2957.0,3.0,2.0,0.0,1.0,Pompano Beach,2019-12-05,Palm Aire Country Club,Broward County,29.0,330000.0,3095.0,3.0,Lake Front,1980.0,33069.0,-122.69313600000001,38.362671
238,32nd Pl,2547.0,3.0,2.0,2.0,1.0,Sunrise,2020-04-15,Artesia,Broward County,41.0,330000.0,12631.0,1.0,Other Waterfront,2011.0,33323.0,-95.9582901,36.201381700000006
1329,Jack Rabbit Ln,3113.0,2.0,2.0,0.0,0.0,Miami Lakes,2020-03-06,Windmill Gate,Miami-Dade County,13.0,330000.0,6379.0,1.0,Lake Front,1978.0,33014.0,-97.8106196,30.044265999999997
860,Collins Ave,1966.0,1.0,1.0,1.0,1.0,Miami Beach,2020-05-14,seacoast,Miami-Dade County,413.0,330000.0,5151.0,10.0,Other Waterfront,1966.0,33140.0,-80.1210954,25.8632138
1678,Olympia Ct,2974.0,3.0,2.0,2.0,1.0,Coconut Creek,2020-05-01,Paloma Lakes,Broward County,5.0,330000.0,4658.0,1.0,Lake Front,2013.0,33073.0,-122.89128810000001,47.0414607
514,Big Cypress Dr,2766.0,3.0,2.0,0.0,0.0,Miami Lakes,2020-03-11,MIAMI LAKES GOLF COURSE,Miami-Dade County,237.0,330000.0,7410.0,1.0,Lake Front,1968.0,33014.0,-80.138501,26.953454999999998
1655,Ocean Dr,2742.0,2.0,2.0,0.0,0.0,Hollywood,2020-03-20,TRAFALGAR TOWERS CONDO,Broward County,313.0,330000.0,1400.0,11.0,Intracoastal Front,1968.0,33019.0,-80.1311819,25.7779458
176,23rd St,3112.0,3.0,3.0,1.0,0.0,Miami,2020-01-15,GRAND LAKES,Miami-Dade County,28.0,330000.0,15040.0,1.0,Lake Front,2004.0,33185.0,-96.00543979999999,36.129921
543,Biscayne Blvd,2769.0,1.0,1.0,1.0,0.0,Miami,2020-03-30,ONE MIAMI EAST TOWER,Miami-Dade County,31.0,330000.0,335.0,2903.0,Bay Front,2005.0,33131.0,-80.1694305,25.8758273
705,Brickell Key Blvd,2938.0,1.0,1.0,1.0,1.0,Miami,2020-02-07,Courvoisier Courts,Miami-Dade County,15.0,330000.0,701.0,7.0,Bay Front,1997.0,33131.0,-80.18589329999999,25.7684451
26,127th Ave,2419.0,3.0,2.0,0.0,0.0,Plantation,2019-12-02,Lago Mar West Lodge,Broward County,175.0,330000.0,401.0,1.0,Canal Front,1981.0,33325.0,-112.3342,33.536579499999995
1211,Hallandale Beach Blvd,2820.0,2.0,2.0,0.0,0.0,Hallandale Beach,2020-01-27,Beachwalk,Broward County,41.0,330000.0,2602.0,27.0,Bay Front,2013.0,33009.0,-80.1630779,25.985111
1213,Hallandale Beach Blvd,2418.0,2.0,2.0,0.0,0.0,Hallandale Beach,2020-03-18,Beachwalk Resort,Broward County,404.0,330000.0,2602.0,19.0,Canal Front,2013.0,33009.0,-80.1630779,25.985111
682,Brickell Bay Dr,2452.0,2.0,2.0,1.0,0.0,Miami,2020-03-03,THE CLUB AT BRICKELL BAY,Miami-Dade County,388.0,328000.0,1200.0,40.0,Bay Front,2005.0,33131.0,-80.1898079,25.7629285
252,36th St,2758.0,2.0,2.0,1.0,1.0,Miami,2020-02-25,BLUE CONDO,Miami-Dade County,67.0,328000.0,601.0,12.0,Bay Front,2005.0,33137.0,-95.9757024,36.1116294
1090,Edgewater Dr,3244.0,2.0,2.0,1.0,0.0,Coral Gables,2020-03-20,Waters Edge,Miami-Dade County,1.0,327500.0,100.0,2.0,Canal Front,1970.0,33133.0,-81.4013364,28.5988912
1179,Galt Ocean Dr,2625.0,2.0,2.0,1.0,0.0,Fort Lauderdale,2019-12-18,OCEAN SUMMIT,Broward County,38.0,327500.0,4010.0,6.0,Ocean Front,1965.0,33308.0,-80.0985962,26.1747161
103,183 St,3060.0,3.0,2.0,1.0,1.0,Miami,2020-03-31,Turquesa,Miami-Dade County,64.0,327000.0,9071.0,1.0,Lagoon Front,2017.0,33018.0,-73.9039137,40.8583762
1571,Ocean Dr,3075.0,2.0,2.0,1.0,0.0,Hollywood,2020-03-13,VALENCIA QUADOMAIN,Broward County,35.0,326800.0,2201.0,17.0,Ocean Front,1974.0,33019.0,-80.1311819,25.7779458
1787,Towerside Ter,3267.0,2.0,2.0,2.0,0.0,Miami,2020-01-31,The Towers of Quayside,Miami-Dade County,13.0,326000.0,4000.0,1906.0,Canal Width 121 Feet Or More,1982.0,33138.0,-80.1687553,25.8725461
414,Balgowan Rd,3248.0,2.0,2.0,0.0,0.0,Miami Lakes,2020-03-02,LAKE SANDRA,Miami-Dade County,3.0,326000.0,8315.0,1.0,Lake Front,1981.0,33016.0,-80.3354609,25.9079022
1384,Mystic Pointe Dr,2707.0,2.0,2.0,1.0,0.0,Aventura,2020-02-11,Mystic Pointe,Miami-Dade County,55.0,326000.0,19195.0,10.0,Bay Front,1989.0,33180.0,-80.12930659999999,25.953573199999997
331,64th Ct,3269.0,3.0,2.0,0.0,0.0,Hialeah,2020-04-17,TOWNHOMES OF COUNTRY LAKE,Miami-Dade County,36.0,325500.0,19261.0,1.0,Lake Front,1984.0,33015.0,-87.7758931,41.576930600000004
1416,Oaks Clubhouse Dr,3206.0,3.0,2.0,0.0,0.0,Pompano Beach,2020-04-09,PALM AIRE,Broward County,54.0,325000.0,3800.0,2.0,Other Waterfront,1977.0,33069.0,-80.1771579,26.220891100000003
1133,Foxcroft Ln,3038.0,3.0,2.0,1.0,1.0,Davie,2020-04-17,SADDLE BRIDGE,Broward County,142.0,325000.0,7684.0,1.0,Lake Front,2009.0,33328.0,-97.0726095,32.685756500000004
